period,year_label,activity,organised_pct,org_male_pct,org_female_pct,org_age_15_17,org_age_18_24,org_age_25_34,org_age_35_44,org_age_45_54,org_age_55_64,org_age_65plus
Jul 2023–Jun 2024,2023/24,Adventure racing,0.118,0.179,0.043,0.18,0.155,0.26,0.194,0.064,0.018,0.008
Jul 2023–Jun 2024,2023/24,Air sports,0.25,0.335,0.169,0.291,0.349,0.53,0.407,0.09,0.102,0.036
Jul 2023–Jun 2024,2023/24,Archery,0.166,0.214,0.113,0.219,0.185,0.33,0.192,0.098,0.119,0.063
Jul 2023–Jun 2024,2023/24,"Athletics, track and field",0.827,1.036,0.609,3.572,1.735,1.189,0.992,0.44,0.13,0.079
Jul 2023–Jun 2024,2023/24,Australian football,1.745,2.805,0.734,4.263,4.105,3.152,2.116,0.778,0.479,0.041
Jul 2023–Jun 2024,2023/24,Badminton,0.843,0.98,0.682,5.157,1.564,1.402,0.6,0.298,0.2,0.103
Jul 2023–Jun 2024,2023/24,Baseball,0.264,0.45,0.087,0.7,0.44,0.441,0.398,0.169,0.073,0.018
Jul 2023–Jun 2024,2023/24,Basketball,2.526,3.589,1.486,11.742,6.206,3.472,2.756,1.051,0.412,0.163
Jul 2023–Jun 2024,2023/24,Baton twirling,0.026,0.035,0.018,0.0,0.02,0.109,0.014,0.015,0.0,0.0
Jul 2023–Jun 2024,2023/24,Biathlon,0.005,0.005,0.005,0.0,0.023,0.015,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Billiards/Snooker/Pool,0.103,0.135,0.068,0.0,0.143,0.143,0.107,0.068,0.146,0.062
Jul 2023–Jun 2024,2023/24,BMX,0.022,0.027,0.018,0.0,0.066,0.015,0.043,0.035,0.0,0.0
Jul 2023–Jun 2024,2023/24,Bobsledding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Bocce/Boules,0.017,0.005,0.028,0.0,0.0,0.0,0.0,0.016,0.0,0.068
Jul 2023–Jun 2024,2023/24,Boccia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Body building,0.011,0.018,0.004,0.0,0.018,0.012,0.026,0.015,0.0,0.0
Jul 2023–Jun 2024,2023/24,Boomerang throwing,0.005,0.009,0.0,0.0,0.0,0.0,0.014,0.015,0.0,0.0
Jul 2023–Jun 2024,2023/24,Bowls,0.761,1.077,0.458,0.179,0.085,0.179,0.158,0.448,0.859,2.385
Jul 2023–Jun 2024,2023/24,Boxing,0.591,0.59,0.597,0.98,1.2,0.998,0.802,0.391,0.26,0.044
Jul 2023–Jun 2024,2023/24,Broomball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Bush walking,2.059,1.861,2.249,3.751,1.89,2.341,1.991,2.221,1.878,1.604
Jul 2023–Jun 2024,2023/24,Calisthenics,0.052,0.055,0.049,0.0,0.165,0.104,0.041,0.027,0.03,0.0
Jul 2023–Jun 2024,2023/24,Campdrafting,0.026,0.052,0.0,0.0,0.024,0.073,0.058,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Canoeing/Kayaking,0.246,0.23,0.266,1.159,0.255,0.315,0.186,0.305,0.19,0.035
Jul 2023–Jun 2024,2023/24,Circus,0.029,0.005,0.048,0.0,0.068,0.07,0.039,0.0,0.016,0.0
Jul 2023–Jun 2024,2023/24,Cricket,1.606,2.92,0.341,4.392,2.772,2.447,2.057,1.377,0.524,0.22
Jul 2023–Jun 2024,2023/24,Croquet,0.07,0.071,0.07,0.0,0.021,0.038,0.015,0.017,0.048,0.236
Jul 2023–Jun 2024,2023/24,Crossfit,0.462,0.319,0.606,0.361,0.31,1.035,0.817,0.369,0.181,0.037
Jul 2023–Jun 2024,2023/24,Curling,0.018,0.037,0.0,0.0,0.0,0.064,0.027,0.014,0.0,0.0
Jul 2023–Jun 2024,2023/24,Cycling,1.066,1.323,0.817,0.776,1.019,1.246,1.056,1.253,1.299,0.714
Jul 2023–Jun 2024,2023/24,DanceSport,0.633,0.145,1.102,2.104,1.615,0.818,0.543,0.27,0.358,0.177
Jul 2023–Jun 2024,2023/24,Dancing (recreational),1.016,0.376,1.642,1.581,1.236,0.973,1.248,0.728,0.78,0.996
Jul 2023–Jun 2024,2023/24,Darts,0.069,0.091,0.047,0.0,0.022,0.077,0.058,0.059,0.043,0.133
Jul 2023–Jun 2024,2023/24,Diving,0.013,0.014,0.012,0.0,0.038,0.038,0.013,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Dodgeball,0.052,0.044,0.057,0.361,0.126,0.101,0.028,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Dragon boat racing,0.043,0.043,0.044,0.0,0.021,0.036,0.03,0.065,0.046,0.063
Jul 2023–Jun 2024,2023/24,Eight ball,0.015,0.018,0.013,0.0,0.061,0.023,0.027,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Equestrian,0.228,0.097,0.35,0.18,0.455,0.322,0.319,0.211,0.149,0.034
Jul 2023–Jun 2024,2023/24,eSports,0.106,0.165,0.049,0.0,0.29,0.228,0.14,0.065,0.0,0.0
Jul 2023–Jun 2024,2023/24,Fencing,0.032,0.051,0.014,0.167,0.021,0.042,0.016,0.048,0.023,0.009
Jul 2023–Jun 2024,2023/24,Fishing (recreational),0.112,0.193,0.035,0.0,0.048,0.133,0.119,0.119,0.094,0.155
Jul 2023–Jun 2024,2023/24,Fitness/Gym,11.886,9.179,14.586,10.297,13.141,14.333,12.41,10.636,10.239,11.07
Jul 2023–Jun 2024,2023/24,Floorball,0.005,0.005,0.005,0.0,0.023,0.0,0.0,0.016,0.0,0.0
Jul 2023–Jun 2024,2023/24,Flying disc,0.121,0.178,0.053,0.675,0.375,0.212,0.04,0.017,0.028,0.0
Jul 2023–Jun 2024,2023/24,Football/soccer,3.528,5.569,1.544,11.44,8.893,5.441,3.788,2.351,0.56,0.077
Jul 2023–Jun 2024,2023/24,Gaelic football,0.039,0.058,0.022,0.189,0.057,0.074,0.044,0.015,0.0,0.008
Jul 2023–Jun 2024,2023/24,Geocaching,0.007,0.013,0.0,0.0,0.0,0.015,0.0,0.017,0.009,0.0
Jul 2023–Jun 2024,2023/24,Goalball,0.002,0.0,0.005,0.0,0.0,0.0,0.015,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Golf,2.268,3.705,0.9,0.55,1.048,1.257,1.181,2.482,3.255,4.193
Jul 2023–Jun 2024,2023/24,Gridiron,0.026,0.036,0.017,0.0,0.08,0.085,0.015,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Guides,0.008,0.01,0.005,0.0,0.024,0.014,0.015,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Gymnastics,0.316,0.25,0.375,0.786,0.905,0.416,0.417,0.223,0.029,0.005
Jul 2023–Jun 2024,2023/24,Handball,0.073,0.097,0.05,0.739,0.111,0.076,0.044,0.047,0.0,0.0
Jul 2023–Jun 2024,2023/24,Harness racing,0.014,0.015,0.012,0.0,0.022,0.024,0.0,0.045,0.0,0.0
Jul 2023–Jun 2024,2023/24,Hockey,0.49,0.508,0.478,1.909,0.979,0.593,0.479,0.402,0.176,0.131
Jul 2023–Jun 2024,2023/24,Horse racing,0.04,0.061,0.021,0.0,0.057,0.069,0.075,0.046,0.017,0.0
Jul 2023–Jun 2024,2023/24,Ice hockey,0.045,0.061,0.015,0.0,0.103,0.061,0.081,0.046,0.0,0.01
Jul 2023–Jun 2024,2023/24,Ice racing/speed skating,0.007,0.0,0.014,0.0,0.019,0.0,0.028,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Ice skating,0.069,0.037,0.098,0.476,0.17,0.059,0.024,0.078,0.022,0.0
Jul 2023–Jun 2024,2023/24,Jet skiing,0.034,0.039,0.029,0.192,0.023,0.051,0.014,0.05,0.028,0.0
Jul 2023–Jun 2024,2023/24,Judo,0.027,0.046,0.008,0.0,0.09,0.04,0.012,0.014,0.0,0.027
Jul 2023–Jun 2024,2023/24,Jujitsu,0.166,0.281,0.057,0.214,0.28,0.341,0.189,0.171,0.043,0.01
Jul 2023–Jun 2024,2023/24,Karate,0.218,0.234,0.206,0.683,0.337,0.213,0.252,0.338,0.089,0.034
Jul 2023–Jun 2024,2023/24,Kendo,0.018,0.036,0.0,0.2,0.0,0.036,0.0,0.016,0.0,0.0
Jul 2023–Jun 2024,2023/24,Kitesurfing/kiteboarding,0.007,0.014,0.0,0.0,0.0,0.028,0.0,0.0,0.015,0.0
Jul 2023–Jun 2024,2023/24,Korfball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Kung fu wushu,0.011,0.018,0.005,0.0,0.0,0.035,0.013,0.018,0.0,0.0
Jul 2023–Jun 2024,2023/24,Lacrosse,0.033,0.032,0.034,0.128,0.118,0.0,0.059,0.031,0.0,0.0
Jul 2023–Jun 2024,2023/24,Lifesaving royal,0.005,0.005,0.005,0.0,0.0,0.013,0.014,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Lifesaving surf,0.098,0.145,0.053,0.32,0.065,0.069,0.072,0.21,0.08,0.044
Jul 2023–Jun 2024,2023/24,Luging,0.007,0.005,0.01,0.0,0.0,0.013,0.014,0.018,0.0,0.0
Jul 2023–Jun 2024,2023/24,Marching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Martial arts,0.45,0.361,0.543,0.54,0.224,0.369,0.35,0.234,0.445,0.86
Jul 2023–Jun 2024,2023/24,Mixed martial arts,0.078,0.114,0.043,0.218,0.139,0.154,0.124,0.018,0.0,0.009
Jul 2023–Jun 2024,2023/24,Modern pentathlon,0.005,0.01,0.0,0.0,0.021,0.0,0.016,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Motor cycling,0.329,0.525,0.137,0.727,0.565,0.616,0.387,0.106,0.213,0.069
Jul 2023–Jun 2024,2023/24,Motor sport,0.16,0.286,0.039,0.189,0.407,0.265,0.163,0.105,0.079,0.027
Jul 2023–Jun 2024,2023/24,Mountain biking,0.116,0.223,0.014,0.903,0.187,0.025,0.124,0.106,0.037,0.045
Jul 2023–Jun 2024,2023/24,Mountain climbing,0.02,0.025,0.014,0.0,0.022,0.078,0.0,0.014,0.0,0.006
Jul 2023–Jun 2024,2023/24,Muay Thai,0.087,0.095,0.076,0.0,0.233,0.141,0.18,0.016,0.018,0.009
Jul 2023–Jun 2024,2023/24,Netball,1.744,0.502,2.952,7.234,4.912,2.578,1.579,0.822,0.251,0.037
Jul 2023–Jun 2024,2023/24,Obstacle,0.031,0.025,0.037,0.0,0.053,0.071,0.013,0.056,0.0,0.008
Jul 2023–Jun 2024,2023/24,Orienteering,0.026,0.031,0.022,0.0,0.021,0.013,0.012,0.059,0.053,0.017
Jul 2023–Jun 2024,2023/24,Outrigger canoe,0.02,0.032,0.008,0.0,0.0,0.051,0.0,0.0,0.064,0.009
Jul 2023–Jun 2024,2023/24,Oztag,0.218,0.223,0.216,0.2,0.843,0.425,0.181,0.067,0.0,0.008
Jul 2023–Jun 2024,2023/24,Paddle sports,0.075,0.078,0.072,0.0,0.044,0.14,0.045,0.094,0.095,0.046
Jul 2023–Jun 2024,2023/24,Paintball,0.027,0.035,0.02,0.0,0.04,0.101,0.0,0.034,0.0,0.0
Jul 2023–Jun 2024,2023/24,Parkour,0.016,0.027,0.005,0.189,0.022,0.0,0.03,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Petanque,0.008,0.003,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.038
Jul 2023–Jun 2024,2023/24,Physical Culture,0.032,0.019,0.045,0.0,0.021,0.075,0.016,0.017,0.026,0.034
Jul 2023–Jun 2024,2023/24,Pickleball,0.262,0.33,0.196,0.647,0.102,0.189,0.116,0.246,0.552,0.261
Jul 2023–Jun 2024,2023/24,Pilates,3.816,0.783,6.804,1.129,4.069,6.323,4.547,3.539,3.29,2.074
Jul 2023–Jun 2024,2023/24,Polo,0.003,0.005,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Polocrosse,0.007,0.015,0.0,0.0,0.021,0.0,0.015,0.016,0.0,0.0
Jul 2023–Jun 2024,2023/24,Pony Club,0.037,0.031,0.042,0.0,0.0,0.034,0.093,0.039,0.063,0.0
Jul 2023–Jun 2024,2023/24,Powerlifting,0.032,0.027,0.036,0.0,0.08,0.063,0.056,0.017,0.0,0.0
Jul 2023–Jun 2024,2023/24,Ready Steady Go Kids,0.002,0.003,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Rock climbing/Abseiling/Caving,0.196,0.23,0.157,0.908,0.407,0.245,0.223,0.108,0.045,0.037
Jul 2023–Jun 2024,2023/24,Rodeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Rogaining,0.01,0.021,0.0,0.0,0.0,0.012,0.017,0.033,0.0,0.0
Jul 2023–Jun 2024,2023/24,Roller Derby,0.031,0.006,0.047,0.214,0.064,0.026,0.061,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Rope skipping,0.027,0.012,0.042,0.0,0.094,0.058,0.039,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Rowing,0.175,0.182,0.171,0.547,0.257,0.1,0.226,0.153,0.182,0.089
Jul 2023–Jun 2024,2023/24,Rugby league,0.517,0.704,0.323,1.747,1.389,1.077,0.398,0.147,0.044,0.01
Jul 2023–Jun 2024,2023/24,Rugby union,0.252,0.409,0.092,0.311,0.822,0.421,0.252,0.136,0.065,0.008
Jul 2023–Jun 2024,2023/24,Running/jogging,4.344,5.076,3.643,7.603,7.438,7.167,5.434,3.936,2.139,0.53
Jul 2023–Jun 2024,2023/24,Sailing,0.193,0.287,0.103,0.277,0.132,0.169,0.137,0.164,0.337,0.194
Jul 2023–Jun 2024,2023/24,Scootering,0.014,0.005,0.023,0.0,0.0,0.035,0.046,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Scouts,0.018,0.038,0.0,0.0,0.041,0.023,0.011,0.012,0.0,0.03
Jul 2023–Jun 2024,2023/24,Sepak takraw,0.005,0.005,0.0,0.0,0.0,0.012,0.014,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Shooting,0.085,0.13,0.038,0.166,0.048,0.082,0.116,0.112,0.078,0.051
Jul 2023–Jun 2024,2023/24,Shooting sports,0.096,0.148,0.048,0.344,0.08,0.099,0.059,0.085,0.05,0.121
Jul 2023–Jun 2024,2023/24,Skate,0.094,0.076,0.107,0.195,0.229,0.073,0.18,0.111,0.0,0.0
Jul 2023–Jun 2024,2023/24,Skeleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2023–Jun 2024,2023/24,Ski & snowboard,0.148,0.16,0.132,0.401,0.12,0.19,0.144,0.131,0.183,0.063
Jul 2023–Jun 2024,2023/24,Skirmish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
